Feature,IncNodePurity
c19561,0
c19563,0
c19570,0
c19571,0
c19574,0
c19581,0
c19583,0
c19584,0
c19585,0
c19589,0
c19591,0
c19594,0
c19603,0
c19606,0
c19609,0
c19612,0
c19613,0
c19614,0
c19618,0
c19622,0
c19628,0
c19634,0
c19637,0.102766798
c19642,0
c19643,0
c19644,0
c19647,0
c19655,0
c19667,0
c19673,0
c19675,0
c19679,0
c19680,0
c19681,0
c19687,0
c19696,0
c19697,0
c19699,0
c19700,0
c19702,0
c19705,0
c19710,0
c19724,0
c19726,0
c19730,0
c19732,0
c19736,0
c19741,0
c19744,0
c19750,0
c19752,0
c19756,0
c19765,0
c19777,0
c19780,0
c19783,0
c19784,0
c19785,0
c19790,0
c19793,0
c19794,0
c19798,0
c19800,0
c19801,0
c19806,0
c19810,0
c19813,0
c19816,0
c19819,0
c19820,27.38905482
c19822,0
c19823,0
c19832,0
c19836,0
c19837,0
c19842,0
c19845,0
c19852,0
c19853,0
c19854,0
c19855,0
c19859,0
c19862,0
c19863,0
c19872,0
c19873,0
c19874,0
c19877,0
c19880,0
c19882,0
c19883,0
c19887,0
c19890,0
c19891,0
c19894,0
c19897,0
c19907,0
c19908,0
c19911,0
c19915,0
c19918,0
c19921,0
c19932,0
c19933,0
c19940,0
c19942,0
c19943,0
c19946,0
c19949,0
c19954,0
c19962,0
c19971,0
c19973,0
c19980,0
c19997,0.001488982
c19998,0
c20000,0
c20001,0
c20008,0
c20009,0
c20015,0
c20029,0
c20031,0
c20041,0
c20042,0
c20048,0
c20051,0
c20052,0
c20053,0
c20054,0
c20056,0
c20060,0
c20062,0
c20063,6.395752934
c20066,0
c20067,0
c20070,0
c20073,0
c20074,0
c20084,0
c20086,0
c20087,0
c20092,0
c20098,0
c20100,0
c20102,0
c20106,0
c20107,0
c20109,0.223810811
c20112,0
c20115,0
c20117,0
c20119,0
c20123,0
c20124,0
c20128,0
c20130,0
c20131,0
c20134,0
c20137,0
c20142,0
c20147,0
c20149,0
c20160,0
c20162,0
c20169,0
c20172,0
c20176,0
c20181,0
c20200,0
c20203,0
c20209,0
c20212,0
c20214,0
c20216,0
c20224,0
c20226,0
c20232,0
c20240,0
c20244,0
c20252,0
c20258,0
c20260,0
c20262,0
c20266,0
c20267,0
c20268,0
c20269,0
c20271,0
c20278,0
c20279,0
c20280,0
c20284,0
c20285,0
c20294,0
c20300,0
c20302,0
c20303,0
c20306,0
c20307,0
c20313,0
c20316,0
c20318,0
c20330,0
c20339,0
c20340,0
c20350,0
c20352,0
c20355,0
c20359,0
c20360,0
c20366,0
c20373,0
c20381,0
c20382,0
c20387,0
c20388,0
c20390,0
c20402,0
c20403,0
c20405,0.012028986
c20429,0
c20435,0
c20444,0
c20471,0
c20477,1.440686813
c20487,0
c20491,0
c20498,0
c20499,0
c20500,0
c20505,0
c20509,0
c20510,0
c20517,0
c20518,0
c20523,0
c20526,0
c20532,0
c20533,0
c20536,0
c20542,0
c20543,0
c20545,0
c20551,0
c20555,0
c20562,0
c20567,0
c20570,0
c20573,0
c20576,0
c20577,0
c20582,0
c20587,0
c20615,0
c20635,0
c20642,0
c20646,0
c20655,0
c20663,0
c20664,0.430563975
c20666,0
c20671,0.06529694
c20675,0
c20676,0
c20677,0
c20679,0
c20680,0
c20691,0
c20694,0
c20699,0
c20700,0
c20701,0
c20706,0
c20707,0.452961672
c20711,0
c20715,0
c20718,0
c20719,2.101142449
c20725,0
c20728,0
c20729,0
c20737,0
c20738,0
c20741,0
c20744,0
c20747,0
c20748,0
c20756,0
c20759,0
c20760,0
c20761,0
c20762,0
c20780,0
c20782,0
c20783,0
c20785,0
c20786,0
c20797,0
c20798,0
c20803,0
c20808,0
c20810,0
c20811,0
c20819,0
c20822,0
c20823,0
c20828,0
c20832,0
c20835,0
c20840,0
c20843,0
c20845,0
c20847,0
c20849,0
c20852,0
c20854,0
c20868,0
c20871,0
c20876,0
c20878,0
c20879,0
c20887,1.20336038
c20891,0.131422218
c20894,0
c20899,0
c20900,0
c20912,0
c20914,0
c20927,0
c20928,0
c20932,0
c20942,0
c20944,0
c20949,0
c20952,0
c20954,0
c20956,0.183588222
c20957,0
c20959,0
c20964,0
c20969,0
c20971,0
c21005,0
c21009,0
c21011,0
c21018,0
c21020,0
c21021,0
c21025,0
c21036,0
c21048,0
c21055,0
c21059,0
c21064,0
c21071,0
c21072,0
c21078,0
c21079,0
c21082,0
c21085,0
c21086,0
c21087,0
c21096,0
c21107,0
c21108,0
c21119,0
c21122,0
c21124,0
c21131,0
c21132,0
c21134,0
c21139,0
c21146,0
c21147,0
c21153,0
c21155,0
c21157,0
c21159,0
c21160,0
c21162,0
c21166,0
c21173,0
c21181,0
c21183,0
c21184,0
c21190,0
c21198,0
c21202,0
c21205,0
c21206,0
c21207,0
c21209,0
c21213,0
c21215,0
c21216,0
c21217,0
c21219,0
c21235,0
c21237,0
c21248,0.291392991
c21250,0
c21261,0
c21265,0
c21279,0
c21280,0
c21282,0
c21285,0
c21288,0
c21292,0
c21297,0
c21298,0
c21299,0
c21301,0
c21308,0
c21312,0
c21314,0
c21328,0
c21332,0
c21333,0
c21335,0
c21339,0
c21342,0
c21346,0
c21360,0
c21361,0
c21364,0
c21369,0
c21370,0
c21371,0
c21375,0.766996605
c21380,0
c21383,0
c21384,0
c21387,0
c21391,0
c21393,0
c21408,0
c21415,0
c21419,0
c21421,0
c21426,0
c21428,0
c21431,0
c21434,0
c21437,0
c21450,0
c21453,0
c21454,0
c21465,0
c21466,0
c21482,0
c21485,0
c21487,0
c21495,0
c21508,0
c21511,0
c21517,0
c21524,0
c21530,0
c21531,0
c21533,0
c21542,0
c21552,0
c21554,0
c21555,0
c21557,0
c21559,0
c21560,0.657017846
c21562,0
c21566,0
c21569,0
c21573,0
c21576,0
c21582,0
c21584,0
c21589,0
c21592,0.531392832
c21603,0
c21606,0
c21619,0
c21620,0
c21623,0
c21626,0.085353535
c21632,0
c21635,0
c21643,0
c21645,0
c21661,0
c21663,0
c21665,0
c21667,0
c21671,0
c21676,0
c21684,0
c21685,0
c21689,0
c21698,0
c21702,0
c21707,0
c21708,0
c21709,0
c21710,0
c21711,0
c21726,0
c21730,0.119836957
c21738,0
c21744,0
c21752,0
c21771,0
c21788,0.236570107
c21791,0.209885925
c21793,0
c21794,0
c21796,0
c21806,0
c21809,0
c21816,0
c21819,0
c21826,0
c21827,0
c21831,0
c21833,0
c21836,0
c21838,0
c21843,0
c21844,0
c21851,0
c21856,0
c21857,0
c21860,0
c21864,0
c21866,0
c21871,0
c21874,0
c21875,0
c21885,0
c21889,0
c21891,0
c21892,0
c21899,0
c21901,0
c21903,0
c21905,0
c21912,0
c21916,0
c21921,0
c21929,0
c21931,0
c21937,0
c21939,0
c21947,0
c21950,0
c21956,0
c21959,0
c21961,0
c21963,0
c21964,0
c21972,0
c21977,0
c21982,1.568742025
c21985,0
c21991,0
c21995,0.246677019
c22003,0
c22005,0
c22006,0
c22007,0
c22009,0
c22016,0
c22020,0
c22029,0
c22032,0
c22035,0
c22036,0
c22040,0
c22042,0
c22054,0
c22055,0
c22057,0
c22060,0
c22073,0
c22077,0
c22080,0
c22085,0
c22086,0
c22087,0
c22090,0
c22095,0
c22100,0
c22103,0
c22110,0
c22112,0
c22114,0
c22117,0
c22119,0
c22120,0
c22122,0
c22129,0
c22133,0
c22145,0
c22152,0
c22153,0
c22160,0
c22162,0
c22166,0
c22167,0
c22172,0
c22175,0
c22178,0
c22187,0
c22194,0
c22199,0
c22212,0
c22220,0
c22224,0
c22228,0
c22243,0
c22247,0
c22249,0
c22255,0
c22259,0
c22262,0
c22263,0
c22265,0
c22268,0
c22278,0
c22279,0
c22284,0
c22289,0
c22297,0
c22299,0.703086239
c22307,0
c22310,0
c22313,0
c22318,0
c22320,0
c22321,0
c22325,0
c22326,0
c22327,0
c22328,0
c22331,0.0018218
c22332,0
c22338,0
c22342,0
c22346,0
c22364,0
c22376,0
c22380,0
c22383,0
c22385,0
c22387,0
c22392,0
c22398,0
c22404,0
c22415,0
c22418,0
c22421,0
c22428,0
c22436,0
c22439,0
c22440,0
c22443,0
c22444,0
c22445,0
c22446,0
c22447,0
c22453,0.960538553
c22455,0
c22464,0
c22465,0
c22466,0
c22468,0
c22473,0
c22476,0
c22480,0
c22488,0
c22491,0
c22495,0
c22499,0
c22502,0
c22504,0
c22510,0
c22513,0
c22516,0
c22523,0
c22528,0
c22530,0
c22534,0
c22536,0
c22543,0
c22546,0
c22550,0
c22551,0
c22553,0
c22556,0
c22574,0
c22576,0
c22585,0
c22592,2.47858995
c22593,0
c22594,0
c22598,0
c22603,0
c22616,0
c22624,0
c22628,0
c22629,0
c22634,5.548150825
c22651,0
c22652,0
c22655,0
c22657,0
c22660,0
c22664,0
c22669,0
c22677,0
c22681,0
c22684,0
c22690,0
c22691,0
c22692,0
c22694,0
c22696,0.102733866
c22704,0
c22711,0
c22716,0
c22720,0
c22722,0
c22733,0
c22744,0
c22745,0
c22748,0
c22762,0
c22772,0
c22773,0
c22776,0
c22781,0
c22783,0
c22785,0
c22788,0
c22789,0
c22794,0
c22799,0
c22800,0
c22806,0
c22808,0
c22809,0
c22814,0
c22818,0
c22820,0
c22821,0
c22822,0
c22825,0
c22829,0
c22831,1.384011021
c22838,0
c22841,0
c22843,0
c22844,0
c22845,0
c22846,0
c22847,0
